start_frame,end_frame,start_time,end_time,confidence,is_violence,duration
32080,32112,21:23.240,21:24.480,0.9089391,True,00:01.240
32128,32152,21:25.160,21:26.080,0.9158904,True,00:00.920
36216,36236,24:08.680,24:09.440,0.9135273,True,00:00.760
45028,45044,30:01.160,30:01.760,0.91216415,True,00:00.600
60860,60876,40:34.440,40:35.040,0.9059608,True,00:00.600
61140,61160,40:45.640,40:46.400,0.9136128,True,00:00.760
